filename,age,pitch,formant_frequency,intensity,duration,spectral_features
cv-valid-train/sample-000005.mp3,21,15.154385,1827.3119935301993,0.0069283815,5.832018140589569,-27.61685
cv-valid-train/sample-000008.mp3,76,45.197166,2405.960496904277,0.01505921,1.7280272108843537,-21.074587
cv-valid-train/sample-000013.mp3,35,34.405575,1853.1629305305662,0.038096797,4.2240362811791385,-20.890915
cv-valid-train/sample-000014.mp3,60,6.007706,1844.1038845485518,0.032311216,5.376009070294785,-17.845568
cv-valid-train/sample-000019.mp3,54,10.9365225,1910.1891376949234,0.045045312,3.72,-3.291732
cv-valid-train/sample-000020.mp3,30,62.21162,3522.601718113571,0.08620262,5.784036281179138,-12.55519
cv-valid-train/sample-000023.mp3,38,36.112022,1989.741794364284,0.06159175,3.5040362811791383,-16.568232
cv-valid-train/sample-000026.mp3,28,35.40125,2684.2176095104173,0.1077612,4.992018140589569,-9.247654
cv-valid-train/sample-000027.mp3,20,47.728256,2159.5398015491787,0.06204336,3.5040362811791383,-15.256178
cv-valid-train/sample-000029.mp3,37,14.805466,1625.792631729929,0.077968225,5.208027210884354,-14.588651
cv-valid-train/sample-000034.mp3,41,62.042698,2581.3983999002216,0.020610677,6.096009070294785,-24.08194
cv-valid-train/sample-000036.mp3,25,27.22461,2269.135784477279,0.07967234,4.944036281179138,-12.082933
cv-valid-train/sample-000039.mp3,16,55.780426,2731.2650398877026,0.006757405,6.024036281179138,-29.590355
cv-valid-train/sample-000043.mp3,21,50.89326,2009.6820047295273,0.039665822,4.056009070294785,-17.676397
cv-valid-train/sample-000044.mp3,35,64.69748,2448.719845841102,0.023023251,10.896009070294784,-22.85319
cv-valid-train/sample-000047.mp3,62,36.01587,1462.4133914376591,0.06703535,5.664036281179138,-18.60398
cv-valid-train/sample-000049.mp3,49,40.639088,2367.247364981353,0.034549795,3.864036281179138,-18.42383
cv-valid-train/sample-000050.mp3,20,18.49445,1605.7235243697235,0.055770885,2.568027210884354,-8.156647
cv-valid-train/sample-000051.mp3,31,11.112157,1797.7811109481747,0.07538232,6.1440362811791385,-11.583329
cv-valid-train/sample-000053.mp3,47,21.817204,2189.1171759767813,0.015627159,3.72,-25.810238
cv-valid-train/sample-000054.mp3,38,25.779367,1434.4791218394428,0.02784981,1.6560090702947845,-17.80384
cv-valid-train/sample-000056.mp3,76,43.608654,2816.957110777227,0.024294045,5.16,-23.000751
cv-valid-train/sample-000057.mp3,59,35.556225,2069.2625400540155,0.03343125,2.4960090702947846,-22.796803
cv-valid-train/sample-000059.mp3,24,42.54183,2666.0407452199684,0.04576208,4.584036281179138,-21.462442
cv-valid-train/sample-000062.mp3,57,87.86599,2709.6773212526605,0.01915784,3.72,-23.458635
cv-valid-train/sample-000065.mp3,28,13.798527,1665.09674657774,0.09087516,4.464036281179139,-13.145146
cv-valid-train/sample-000068.mp3,24,28.258669,1132.7546101295648,0.15499626,5.304036281179139,-13.896171
cv-valid-train/sample-000072.mp3,56,15.740766,1721.978509462018,0.040960647,3.864036281179138,-13.441433
cv-valid-train/sample-000073.mp3,29,23.94875,2066.7398224825374,0.025488386,7.824036281179138,-18.485462
cv-valid-train/sample-000077.mp3,48,34.254288,2706.8596315278483,0.028447755,7.2,-17.801735
cv-valid-train/sample-000081.mp3,53,28.65014,3149.422359629036,0.056887116,3.6240362811791385,-15.030319
cv-valid-train/sample-000082.mp3,53,57.14022,3008.9524442641145,0.024855522,3.1440362811791385,-16.74347
cv-valid-train/sample-000088.mp3,18,21.802172,3640.016267086626,0.095327586,4.272018140589569,-12.589114
cv-valid-train/sample-000092.mp3,24,28.532858,2115.3781221339586,0.050970163,7.2240362811791385,-13.808303
cv-valid-train/sample-000097.mp3,24,28.21194,2016.1285832829462,0.06594643,3.6240362811791385,-14.82064
cv-valid-train/sample-000100.mp3,45,35.154205,2963.8075359762497,0.029363913,4.248027210884354,-19.033316
cv-valid-train/sample-000101.mp3,28,49.71502,2162.5882366482842,0.005131291,3.24,-32.391804
cv-valid-train/sample-000105.mp3,26,10.777295,1353.6960573828158,0.11682419,2.76,-1.7173278
cv-valid-train/sample-000106.mp3,39,28.918427,2051.7271317293175,0.027522318,5.47201814058957,-22.790445
cv-valid-train/sample-000111.mp3,21,6.4058785,2042.8212621742557,0.051580228,3.432018140589569,-10.918399
cv-valid-train/sample-000115.mp3,37,38.88239,2892.8597948220854,0.042993568,2.784036281179138,-14.951301
cv-valid-train/sample-000116.mp3,28,47.952686,2194.4985518913863,0.044029586,5.304036281179139,-12.361897
cv-valid-train/sample-000118.mp3,34,31.300129,2568.3491726103357,0.026980821,4.296009070294785,-14.90979
cv-valid-train/sample-000121.mp3,38,96.345634,2886.3043661534884,0.01740058,2.3280272108843536,-23.96107
cv-valid-train/sample-000124.mp3,34,32.83457,2156.8690865684252,0.0150001515,3.2160090702947848,-20.740408
cv-valid-train/sample-000128.mp3,38,25.796673,1913.7062241190415,0.036800355,6.096009070294785,-18.79292
cv-valid-train/sample-000132.mp3,62,23.240126,2072.8704461452494,0.06884633,5.304036281179139,-10.609412
cv-valid-train/sample-000133.mp3,31,44.309124,3060.851196749961,0.00882601,6.072018140589569,-26.42487
cv-valid-train/sample-000135.mp3,46,65.71468,3101.5571618239237,0.06728934,7.296009070294785,-11.134616
cv-valid-train/sample-000137.mp3,58,41.59913,2378.5667294633995,0.059954956,4.704036281179138,-15.500088
cv-valid-train/sample-000140.mp3,42,19.09942,2606.2318557029694,0.044303734,3.552018140589569,-10.693185
cv-valid-train/sample-000146.mp3,29,19.011972,3075.6863426031755,0.030176826,2.1840362811791385,-22.308199
cv-valid-train/sample-000154.mp3,21,35.06663,2787.947171271616,0.009236503,2.16,-19.742348
cv-valid-train/sample-000155.mp3,27,10.998391,2351.7912862572366,0.027950155,3.432018140589569,-15.3006735
cv-valid-train/sample-000159.mp3,15,41.308445,2534.3715012959183,0.019730637,3.048027210884354,-27.942457
cv-valid-train/sample-000167.mp3,29,23.731195,1968.8546449036962,0.11222196,6.024036281179138,-12.5932865
cv-valid-train/sample-000168.mp3,34,45.68052,2527.367327834435,0.061654568,3.1440362811791385,-13.080212
cv-valid-train/sample-000169.mp3,51,15.054022,2682.606675033912,0.0067427745,4.704036281179138,-28.660936
cv-valid-train/sample-000175.mp3,23,73.55457,3166.412419666961,0.006622431,2.304036281179138,-25.556303
cv-valid-train/sample-000179.mp3,28,64.98221,2827.483735125449,0.030514766,5.4,-21.133642
cv-valid-train/sample-000180.mp3,58,44.19005,2333.928007889146,0.12473546,6.816009070294784,-14.890827
cv-valid-train/sample-000181.mp3,44,19.06463,1820.2438505509472,0.021365533,3.8880272108843537,-19.771208
cv-valid-train/sample-000184.mp3,13,74.74836,3052.9221824820647,0.014779842,2.4240362811791383,-28.166142
cv-valid-train/sample-000187.mp3,36,75.563065,3323.8353690705644,0.022545138,2.0160090702947846,-16.132244
cv-valid-train/sample-000191.mp3,34,20.62946,1577.7084460153096,0.059136577,1.9440362811791383,-9.736391
cv-valid-train/sample-000192.mp3,34,11.61067,1534.5093899214362,0.06953475,1.5360090702947846,-12.278091
cv-valid-train/sample-000193.mp3,35,10.306827,2204.0465395742076,0.07364459,1.8960090702947845,-9.747552
cv-valid-train/sample-000194.mp3,21,36.013775,2032.924150694663,0.07967101,2.5440362811791384,-12.062155
cv-valid-train/sample-000195.mp3,43,22.983253,2204.720404268709,0.053351313,3.6960090702947848,-17.547405
cv-valid-train/sample-000196.mp3,24,14.001391,2170.428407227136,0.033000056,3.1440362811791385,-15.176406
cv-valid-train/sample-000197.mp3,32,19.65503,1514.046695698975,0.06759791,4.824036281179138,-8.843301
cv-valid-train/sample-000201.mp3,60,14.198876,1345.5770624929091,0.108536325,4.344036281179139,-12.634693
cv-valid-train/sample-000202.mp3,53,54.804237,1987.108503906137,0.034681536,4.296009070294785,-21.30676
cv-valid-train/sample-000203.mp3,39,29.52382,2796.2894115963327,0.049403932,3.4560090702947845,-19.79605
cv-valid-train/sample-000204.mp3,38,42.32848,1847.0748858713832,0.02192109,3.9840362811791383,-20.215117
cv-valid-train/sample-000205.mp3,34,33.429703,2902.394652340582,0.078794815,2.0640362811791384,-11.6540575
cv-valid-train/sample-000213.mp3,30,64.05026,3755.74372293152,0.019687697,3.0240362811791384,-18.23414
cv-valid-train/sample-000214.mp3,53,19.908432,2204.578733189951,0.09741936,5.976009070294785,-18.763285
cv-valid-train/sample-000217.mp3,21,16.897583,2455.40644527701,0.068310544,2.4240362811791383,-12.469066
cv-valid-train/sample-000218.mp3,27,57.77433,2313.1237234696127,0.067540586,2.4960090702947846,-16.552332
cv-valid-train/sample-000219.mp3,31,24.108229,1679.6845668122335,0.02382341,2.9760090702947846,-22.129276
cv-valid-train/sample-000221.mp3,35,16.168276,1960.8898885090032,0.08401229,6.096009070294785,-10.59164
cv-valid-train/sample-000225.mp3,49,43.136658,2881.987220571226,0.01039974,2.1120181405895693,-12.586954
cv-valid-train/sample-000229.mp3,16,9.899653,2591.302561764746,0.03893547,2.352018140589569,-7.91808
cv-valid-train/sample-000235.mp3,39,18.631397,1808.2978038685878,0.065054655,3.744036281179138,-14.352209
cv-valid-train/sample-000236.mp3,27,39.89231,2384.9289770405767,0.079422496,2.9760090702947846,-17.326773
cv-valid-train/sample-000238.mp3,28,52.76188,2130.775572262102,0.0064308466,2.9760090702947846,-24.803385
cv-valid-train/sample-000239.mp3,34,16.627285,2188.5070857557234,0.036361415,5.6880272108843535,-6.920354
cv-valid-train/sample-000242.mp3,20,32.428085,2688.6533920395095,0.030312922,3.8880272108843537,-21.376404
cv-valid-train/sample-000243.mp3,21,7.3847523,1864.2148485968326,0.026294267,6.3120181405895694,-6.9746623
cv-valid-train/sample-000246.mp3,38,28.2317,1934.7112706094188,0.043838542,3.3840362811791382,-11.970236
cv-valid-train/sample-000247.mp3,52,57.56041,2617.2988801781526,0.013083402,5.568027210884353,-25.300455
cv-valid-train/sample-000248.mp3,29,11.49576,1286.1800733702676,0.089929946,2.4240362811791383,-16.333136
cv-valid-train/sample-000250.mp3,49,91.351,2888.5047296436555,0.09025472,2.0640362811791384,-11.219262
cv-valid-train/sample-000254.mp3,65,23.54603,1711.5204933828993,0.04010157,3.48,-5.097393
cv-valid-train/sample-000255.mp3,32,37.968784,2018.2334731265582,0.06342247,3.1440362811791385,-17.827751
cv-valid-train/sample-000262.mp3,40,92.01677,3200.7797784777113,0.020900855,2.5920181405895693,-25.09727
cv-valid-train/sample-000265.mp3,65,14.55626,1977.226754376543,0.011495594,8.304036281179139,-16.425611
cv-valid-train/sample-000266.mp3,42,7.885186,1008.833626360916,0.044450898,5.784036281179138,-3.90045
cv-valid-train/sample-000270.mp3,58,54.956608,2758.3759744646586,0.006998002,5.328027210884354,-26.22905
cv-valid-train/sample-000273.mp3,29,30.513647,2267.1595824694396,0.028160162,2.304036281179138,-19.619835
cv-valid-train/sample-000274.mp3,14,25.04565,2057.4415933504292,0.072002925,4.104036281179138,-7.7483582
cv-valid-train/sample-000277.mp3,28,33.999397,2085.684958033514,0.06603069,2.832018140589569,-14.756909
cv-valid-train/sample-000278.mp3,44,21.534683,3563.39056477884,0.030673131,4.2240362811791385,-16.505117
cv-valid-train/sample-000283.mp3,28,57.169193,3297.9718377899526,0.013480832,4.584036281179138,-20.345184
cv-valid-train/sample-000285.mp3,28,14.183061,1701.4891226162165,0.08859849,4.464036281179139,-5.730103
cv-valid-train/sample-000286.mp3,69,55.52635,2086.61176810726,0.062547326,4.416009070294785,-9.593525
cv-valid-train/sample-000290.mp3,20,30.981026,2378.523969849296,0.025925605,2.2320181405895694,-16.686926
cv-valid-train/sample-000292.mp3,48,26.309484,1582.9794914807303,0.1043737,4.992018140589569,-11.686804
cv-valid-train/sample-000293.mp3,67,41.505157,2363.8014382152073,0.041742764,2.6640362811791385,-14.48811
cv-valid-train/sample-000294.mp3,47,25.16506,4200.345452047794,0.096344575,3.3360090702947844,-9.801322
cv-valid-train/sample-000297.mp3,48,37.526733,2817.916227141232,0.14647092,5.1840362811791385,-7.159555
cv-valid-train/sample-000299.mp3,27,18.126553,2179.4130225143913,0.10538156,5.64,-6.8922825
cv-valid-train/sample-000300.mp3,31,15.59726,1775.4891135101216,0.027696377,4.56,-20.142225
cv-valid-train/sample-000303.mp3,29,36.379944,2180.542160195369,0.06630237,1.9680272108843537,-14.931751
cv-valid-train/sample-000304.mp3,21,25.311754,2147.7629845794386,0.029366909,3.792018140589569,-19.05769
cv-valid-train/sample-000305.mp3,25,46.535004,3517.9667435758165,0.041561358,2.4480272108843537,-20.153976
cv-valid-train/sample-000317.mp3,43,13.133782,2762.2114513561655,0.061840095,2.4240362811791383,-8.7163515
cv-valid-train/sample-000322.mp3,59,21.476242,1932.1755461981436,0.033126514,4.008027210884354,-5.5763617
cv-valid-train/sample-000325.mp3,41,40.218594,2161.0840988147525,0.008736793,3.264036281179138,-17.63192
cv-valid-train/sample-000333.mp3,52,27.963684,2356.255250841201,0.024468452,6.528027210884353,-17.989622
cv-valid-train/sample-000341.mp3,46,34.325573,2567.924723076962,0.096364684,5.04,-11.377432
cv-valid-train/sample-000343.mp3,26,26.373562,2712.6849843503865,0.010098026,2.088027210884354,-16.1549
cv-valid-train/sample-000345.mp3,29,63.378685,2699.1217837292193,0.037433885,2.6160090702947847,-16.676464
cv-valid-train/sample-000350.mp3,22,11.140448,1700.8857413265664,0.020521421,3.3840362811791382,-26.632385
cv-valid-train/sample-000355.mp3,19,15.052478,3195.9588164666384,0.008474485,7.944036281179138,-19.847212
cv-valid-train/sample-000360.mp3,28,44.95472,3150.240112503332,0.045069385,4.2,-14.241679
cv-valid-train/sample-000362.mp3,54,82.35916,2899.737723739928,0.024140812,5.592018140589569,-23.113249
cv-valid-train/sample-000368.mp3,36,48.268402,1954.7945329070053,0.024546882,5.208027210884354,-24.842777
cv-valid-train/sample-000369.mp3,52,45.630608,3355.4315589959892,0.064599216,2.4240362811791383,-20.871643
cv-valid-train/sample-000374.mp3,51,12.201864,2398.973839375042,0.029061915,5.904036281179138,-13.426089
cv-valid-train/sample-000375.mp3,35,44.625256,2785.3388035124763,0.046339072,4.104036281179138,-14.195656
cv-valid-train/sample-000378.mp3,48,22.964014,1478.394918642818,0.00673154,3.72,-28.821415
cv-valid-train/sample-000379.mp3,55,69.98542,2636.336719974563,0.021327458,2.208027210884354,-23.618286
cv-valid-train/sample-000383.mp3,47,6.407105,1990.4815712125258,0.0059142387,3.4560090702947845,-21.066763
cv-valid-train/sample-000384.mp3,63,32.41064,2169.310010604421,0.063385226,6.1440362811791385,-15.572231
cv-valid-train/sample-000385.mp3,17,26.365973,2846.9065317701234,0.007972588,5.328027210884354,-22.659092
cv-valid-train/sample-000387.mp3,21,4.665161,1217.555603805361,0.037765875,1.4640362811791383,-9.555264
cv-valid-train/sample-000389.mp3,42,66.070496,2333.9470980528095,0.023904089,4.848027210884354,-20.914537
cv-valid-train/sample-000392.mp3,42,20.449682,1793.0332609908505,0.034608483,4.464036281179139,-15.925652
cv-valid-train/sample-000393.mp3,36,54.783337,2202.542541954156,0.03498411,3.3840362811791382,-21.161638
cv-valid-train/sample-000394.mp3,48,28.82965,1872.7999957099344,0.05998156,3.6240362811791385,-16.056091
